OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 000279,Distributor,WARE-MKL1006,10/04/2018,21/06/2018,13/07/2018,21/07/2018,USD,24,31,352,25,1.97,0.08,589.73,1092.1
SO - 000280,Wholesale,WARE-XYS1001,10/04/2018,21/06/2018,04/07/2018,07/07/2018,USD,25,40,44,7,4.99,0.2,933.98,1139
SO - 000281,In-Store,WARE-MKL1006,31/12/2017,21/06/2018,02/07/2018,10/07/2018,USD,4,9,340,47,2.01,0.15,1072,1675
SO - 000282,Wholesale,WARE-UHY1004,10/04/2018,21/06/2018,29/06/2018,02/07/2018,USD,26,41,227,26,2.04,0.05,687.96,1011.7
SO - 000283,Wholesale,WARE-NMK1003,10/04/2018,21/06/2018,16/07/2018,21/07/2018,USD,27,11,128,46,6.99,0.1,412.72,938
SO - 000284,Wholesale,WARE-XYS1001,10/04/2018,21/06/2018,16/07/2018,26/07/2018,USD,28,48,57,2,7.96,0.05,1052.1,2566.1
SO - 000285,Distributor,WARE-NMK1003,10/04/2018,22/06/2018,16/07/2018,24/07/2018,USD,24,4,176,33,4.99,0.1,374.53,871
SO - 000286,In-Store,WARE-NBV1002,10/04/2018,22/06/2018,17/07/2018,21/07/2018,USD,2,4,82,18,0.99,0.1,1789.7,2485.7
SO - 000287,In-Store,WARE-MKL1006,10/04/2018,22/06/2018,13/07/2018,17/07/2018,USD,1,40,364,41,4,0.4,1922.9,2345
SO - 000288,Online,WARE-XYS1001,10/04/2018,22/06/2018,12/07/2018,21/07/2018,USD,15,19,48,27,2.03,0.05,749.66,1118.9
SO - 000289,In-Store,WARE-XYS1001,10/04/2018,22/06/2018,25/06/2018,02/07/2018,USD,11,24,11,42,4,0.1,1397.62,1996.6
SO - 000290,In-Store,WARE-NMK1003,10/04/2018,22/06/2018,10/07/2018,20/07/2018,USD,11,6,126,39,1.01,0.08,390.61,710.2
SO - 000291,Online,WARE-NMK1003,10/04/2018,22/06/2018,15/07/2018,22/07/2018,USD,13,6,200,35,4,0.05,1790.91,3979.8
SO - 000292,In-Store,WARE-MKL1006,31/12/2017,22/06/2018,11/07/2018,13/07/2018,USD,8,9,339,28,3.02,0.08,440.79,1025.1
SO - 000293,In-Store,WARE-NMK1003,31/12/2017,22/06/2018,04/07/2018,09/07/2018,USD,3,3,200,9,7,0.2,1309.98,2519.2
SO - 000294,Online,WARE-NMK1003,31/12/2017,22/06/2018,18/07/2018,25/07/2018,USD,15,36,149,2,7.02,0.05,3471.87,5031.7
SO - 000295,Online,WARE-PUJ1005,10/04/2018,23/06/2018,01/07/2018,04/07/2018,USD,19,27,310,46,0.99,0.1,768.22,1829.1
SO - 000296,In-Store,WARE-PUJ1005,10/04/2018,23/06/2018,16/07/2018,22/07/2018,USD,5,29,303,25,5,0.08,900.48,1072
SO - 000297,In-Store,WARE-UHY1004,10/04/2018,23/06/2018,08/07/2018,14/07/2018,USD,5,11,247,32,1.02,0.2,1828.3,2539.3
SO - 000298,In-Store,WARE-PUJ1005,10/04/2018,23/06/2018,11/07/2018,18/07/2018,USD,11,24,264,41,1.04,0.08,2027.69,3899.4
SO - 000299,In-Store,WARE-MKL1006,10/04/2018,24/06/2018,27/06/2018,30/06/2018,USD,5,38,366,37,2.98,0.2,3380.22,5045.1
SO - 000300,Online,WARE-NMK1003,10/04/2018,24/06/2018,14/07/2018,15/07/2018,USD,19,38,124,14,8.03,0.05,522.6,1005
SO - 000301,Wholesale,WARE-NMK1003,10/04/2018,24/06/2018,10/07/2018,17/07/2018,USD,27,20,181,47,6.96,0.1,1219.4,2438.8
SO - 000302,In-Store,WARE-NMK1003,10/04/2018,25/06/2018,10/07/2018,13/07/2018,USD,11,46,151,24,3.99,0.3,2035.33,3336.6
SO - 000303,In-Store,WARE-UHY1004,10/04/2018,25/06/2018,14/07/2018,15/07/2018,USD,1,38,256,25,4.01,0.15,857.06,1098.8
SO - 000304,Online,WARE-NBV1002,10/04/2018,25/06/2018,18/07/2018,21/07/2018,USD,19,5,64,20,2,0.07,970.43,1902.8
SO - 000305,Online,WARE-NMK1003,31/12/2017,25/06/2018,05/07/2018,13/07/2018,USD,17,32,156,33,4,0.08,2190.7,3477.3
SO - 000306,Wholesale,WARE-NMK1003,10/04/2018,26/06/2018,13/07/2018,17/07/2018,USD,26,36,201,10,1,0.1,1481.77,2599.6
SO - 000307,Online,WARE-PUJ1005,10/04/2018,26/06/2018,20/07/2018,22/07/2018,USD,12,1,300,7,1.01,0.08,506.99,1078.7
SO - 000308,Online,WARE-NMK1003,31/12/2017,26/06/2018,15/07/2018,19/07/2018,USD,17,22,199,31,4.99,0.2,533.05,1045.2
SO - 000309,Online,WARE-NMK1003,31/12/2017,26/06/2018,19/07/2018,22/07/2018,USD,15,21,157,1,2.02,0.05,787.92,1125.6
SO - 000310,In-Store,WARE-NMK1003,10/04/2018,26/06/2018,16/07/2018,18/07/2018,USD,1,14,188,22,7.99,0.05,762.8,1105.5
SO - 000311,Online,WARE-NBV1002,31/12/2017,26/06/2018,24/07/2018,03/08/2018,USD,18,50,85,46,1.01,0.1,1668.03,2606.3
SO - 000312,Distributor,WARE-UHY1004,10/04/2018,26/06/2018,01/07/2018,11/07/2018,USD,22,41,228,25,7.99,0.08,95.68,227.8
SO - 000313,Distributor,WARE-NMK1003,10/04/2018,26/06/2018,20/07/2018,24/07/2018,USD,22,35,181,29,7,0.05,123.95,167.5
SO - 000314,In-Store,WARE-UHY1004,31/12/2017,26/06/2018,08/07/2018,11/07/2018,USD,7,21,249,16,2.99,0.1,538.48,1145.7
SO - 000315,In-Store,WARE-PUJ1005,10/04/2018,26/06/2018,12/07/2018,13/07/2018,USD,4,37,326,36,6.96,0.07,2157.67,2599.6
SO - 000316,Distributor,WARE-NMK1003,10/04/2018,27/06/2018,09/07/2018,17/07/2018,USD,24,14,136,18,1.02,0.05,1969.8,3939.6
SO - 000317,In-Store,WARE-NMK1003,10/04/2018,27/06/2018,18/07/2018,21/07/2018,USD,2,18,113,37,8.04,0.07,1584.55,2881
SO - 000318,In-Store,WARE-NMK1003,10/04/2018,27/06/2018,04/07/2018,06/07/2018,USD,3,22,109,43,2.03,0.05,2003.3,3852.5
SO - 000319,Wholesale,WARE-XYS1001,10/04/2018,27/06/2018,04/07/2018,10/07/2018,USD,27,48,56,42,2.04,0.05,546.72,1139
SO - 000320,Distributor,WARE-NMK1003,10/04/2018,27/06/2018,06/07/2018,09/07/2018,USD,23,7,196,25,4,0.05,2040.55,2519.2
SO - 000321,In-Store,WARE-NBV1002,31/12/2017,27/06/2018,18/07/2018,23/07/2018,USD,9,33,83,42,1,0.15,703.63,1192.6
SO - 000322,In-Store,WARE-UHY1004,10/04/2018,27/06/2018,29/06/2018,09/07/2018,USD,5,18,215,14,4.98,0.07,1013.04,2412
SO - 000323,In-Store,WARE-NMK1003,10/04/2018,27/06/2018,18/07/2018,22/07/2018,USD,9,6,135,47,7,0.05,2057.57,2479
SO - 000324,Wholesale,WARE-PUJ1005,10/04/2018,27/06/2018,13/07/2018,14/07/2018,USD,26,10,324,35,6.99,0.1,1330.35,1956.4
SO - 000325,Online,WARE-NMK1003,10/04/2018,27/06/2018,05/07/2018,14/07/2018,USD,15,4,175,42,5.02,0.3,722.73,1078.7
SO - 000326,In-Store,WARE-NBV1002,31/12/2017,27/06/2018,12/07/2018,22/07/2018,USD,6,22,71,26,0.98,0.08,945.91,1212.7
SO - 000327,Online,WARE-UHY1004,10/04/2018,27/06/2018,06/07/2018,13/07/2018,USD,18,48,252,29,5.03,0.07,821.69,978.2
SO - 000328,In-Store,WARE-PUJ1005,10/04/2018,27/06/2018,14/07/2018,18/07/2018,USD,4,28,277,45,3.01,0.05,120.2,174.2
SO - 000329,Online,WARE-UHY1004,10/04/2018,27/06/2018,08/07/2018,12/07/2018,USD,19,25,225,17,3,0.15,630.34,1125.6
SO - 000330,Online,WARE-PUJ1005,10/04/2018,28/06/2018,10/07/2018,11/07/2018,USD,20,49,289,6,6.02,0.15,468.73,1065.3
SO - 000331,Online,WARE-NBV1002,10/04/2018,28/06/2018,16/07/2018,22/07/2018,USD,15,11,59,12,5.01,0.07,2724.89,3892.7
SO - 000332,Online,WARE-PUJ1005,10/04/2018,28/06/2018,18/07/2018,26/07/2018,USD,17,19,296,9,2.04,0.3,120.47,207.7
SO - 000333,In-Store,WARE-NBV1002,10/04/2018,28/06/2018,13/07/2018,18/07/2018,USD,3,20,75,23,6.97,0.3,948.72,1185.9
SO - 000334,In-Store,WARE-MKL1006,10/04/2018,28/06/2018,10/07/2018,17/07/2018,USD,10,15,353,18,2.06,0.15,1629.31,2586.2
SO - 000335,In-Store,WARE-XYS1001,10/04/2018,28/06/2018,08/07/2018,13/07/2018,USD,8,26,25,30,4,0.3,1960.42,2579.5
SO - 000336,Online,WARE-XYS1001,10/04/2018,28/06/2018,21/07/2018,27/07/2018,USD,16,7,23,36,8.02,0.08,2806.5,6378.4
SO - 000337,Distributor,WARE-PUJ1005,10/04/2018,28/06/2018,03/07/2018,11/07/2018,USD,24,26,292,31,7.03,0.2,2226.14,3008.3
SO - 000338,In-Store,WARE-NMK1003,10/04/2018,28/06/2018,25/07/2018,01/08/2018,USD,11,49,138,20,3.01,0.08,930.36,1755.4
SO - 000339,Online,WARE-NMK1003,31/12/2017,28/06/2018,09/07/2018,10/07/2018,USD,13,28,171,14,7.98,0.08,740.35,1139
SO - 000340,In-Store,WARE-XYS1001,10/04/2018,28/06/2018,13/07/2018,17/07/2018,USD,11,46,43,38,4.99,0.08,4556.4,6157.3
SO - 000341,Online,WARE-XYS1001,10/04/2018,28/06/2018,25/07/2018,03/08/2018,USD,18,33,42,40,7.03,0.1,1093.24,2231.1
SO - 000342,In-Store,WARE-NBV1002,10/04/2018,28/06/2018,15/07/2018,18/07/2018,USD,11,23,64,8,7,0.1,1859.25,2479
SO - 000343,Distributor,WARE-XYS1001,10/04/2018,29/06/2018,06/07/2018,15/07/2018,USD,21,35,17,10,3.98,0.05,4793.85,6391.8
SO - 000344,Wholesale,WARE-PUJ1005,10/04/2018,29/06/2018,19/07/2018,20/07/2018,USD,27,4,264,39,1.99,0.05,660.62,1139
SO - 000345,Online,WARE-NMK1003,10/04/2018,29/06/2018,01/07/2018,08/07/2018,USD,20,38,196,36,2.97,0.1,1681.03,2586.2
SO - 000346,In-Store,WARE-UHY1004,10/04/2018,29/06/2018,04/07/2018,08/07/2018,USD,1,36,207,35,3.97,0.05,1871.71,3899.4
SO - 000347,In-Store,WARE-NBV1002,10/04/2018,29/06/2018,24/07/2018,29/07/2018,USD,8,25,80,43,8.03,0.05,599.38,951.4
SO - 000348,In-Store,WARE-NMK1003,10/04/2018,30/06/2018,20/07/2018,24/07/2018,USD,4,8,170,38,0.97,0.05,3476.9,5607.9
SO - 000349,In-Store,WARE-PUJ1005,10/04/2018,30/06/2018,04/07/2018,11/07/2018,USD,6,12,275,37,2.03,0.07,827.72,1165.8
SO - 000350,Online,WARE-PUJ1005,10/04/2018,30/06/2018,27/07/2018,06/08/2018,USD,16,17,279,44,1.99,0.05,1520.77,1949.7
SO - 000351,Distributor,WARE-NMK1003,10/04/2018,30/06/2018,11/07/2018,16/07/2018,USD,21,40,147,34,8.02,0.1,2690.05,3685
SO - 000352,Distributor,WARE-MKL1006,10/04/2018,30/06/2018,17/07/2018,26/07/2018,USD,20,3,333,17,1.97,0.4,1816.84,2633.1
SO - 000353,Online,WARE-PUJ1005,10/04/2018,30/06/2018,11/07/2018,13/07/2018,USD,19,26,273,23,0.99,0.08,460.96,1072
SO - 000354,In-Store,WARE-XYS1001,10/04/2018,30/06/2018,04/07/2018,05/07/2018,USD,1,38,33,8,1.04,0.07,1910.3,3537.6
SO - 000355,In-Store,WARE-UHY1004,10/04/2018,30/06/2018,21/07/2018,24/07/2018,USD,9,41,235,13,7.99,0.2,622.5,1092.1
SO - 000356,In-Store,WARE-PUJ1005,31/12/2017,30/06/2018,20/07/2018,22/07/2018,USD,12,17,262,5,3.98,0.05,1136.66,1748.7
SO - 000357,Online,WARE-XYS1001,10/04/2018,30/06/2018,24/07/2018,29/07/2018,USD,18,49,6,9,7.99,0.08,739.61,891.1
SO - 000358,In-Store,WARE-NMK1003,10/04/2018,30/06/2018,21/07/2018,28/07/2018,USD,2,41,158,23,4.99,0.05,1510.18,3082
SO - 000359,In-Store,WARE-NMK1003,10/04/2018,30/06/2018,17/07/2018,21/07/2018,USD,9,34,148,15,5.03,0.08,776.66,1125.6
SO - 000360,In-Store,WARE-NMK1003,10/04/2018,30/06/2018,13/07/2018,18/07/2018,USD,7,46,104,22,6.03,0.08,651.51,1252.9
SO - 000361,Wholesale,WARE-MKL1006,10/04/2018,01/07/2018,04/07/2018,09/07/2018,USD,28,44,363,45,0.96,0.08,527.63,837.5
SO - 000362,Wholesale,WARE-PUJ1005,10/04/2018,01/07/2018,29/07/2018,08/08/2018,USD,25,21,295,40,0.96,0.08,773.85,1031.8
SO - 000363,Online,WARE-UHY1004,10/04/2018,01/07/2018,06/07/2018,09/07/2018,USD,14,7,258,28,4.01,0.15,1454.97,2385.2
SO - 000364,In-Store,WARE-NMK1003,10/04/2018,01/07/2018,16/07/2018,18/07/2018,USD,1,48,155,30,1.99,0.05,1153.47,1802.3
SO - 000365,Wholesale,WARE-PUJ1005,10/04/2018,01/07/2018,19/07/2018,22/07/2018,USD,26,40,269,27,4.98,0.05,753.62,1018.4
SO - 000366,Online,WARE-NMK1003,10/04/2018,01/07/2018,07/07/2018,12/07/2018,USD,13,35,104,40,7.03,0.4,1815.3,3946.3
SO - 000367,In-Store,WARE-NMK1003,10/04/2018,01/07/2018,20/07/2018,21/07/2018,USD,9,21,131,15,7.02,0.2,2095.09,3953
SO - 000368,In-Store,WARE-NMK1003,31/12/2017,02/07/2018,16/07/2018,22/07/2018,USD,11,1,160,33,6.04,0.07,3416.13,5098.7
SO - 000369,Online,WARE-MKL1006,10/04/2018,02/07/2018,10/07/2018,15/07/2018,USD,15,9,347,5,8.06,0.07,1954.52,3758.7
SO - 000370,Distributor,WARE-XYS1001,10/04/2018,02/07/2018,07/07/2018,11/07/2018,USD,24,9,45,18,7.01,0.15,610.5,911.2
SO - 000371,Distributor,WARE-UHY1004,10/04/2018,02/07/2018,04/07/2018,06/07/2018,USD,21,26,238,22,3.03,0.4,379.89,904.5
SO - 000372,Online,WARE-NMK1003,10/04/2018,02/07/2018,08/07/2018,18/07/2018,USD,18,21,127,5,3.01,0.05,410.04,911.2
SO - 000373,Online,WARE-XYS1001,10/04/2018,02/07/2018,08/07/2018,11/07/2018,USD,19,6,38,21,5,0.3,134.4,227.8
SO - 000374,In-Store,WARE-NBV1002,10/04/2018,02/07/2018,21/07/2018,27/07/2018,USD,3,14,69,40,4.03,0.08,117.12,254.6
SO - 000375,Wholesale,WARE-XYS1001,31/12/2017,02/07/2018,20/07/2018,21/07/2018,USD,27,33,29,35,3.02,0.07,444.21,683.4
SO - 000376,In-Store,WARE-NMK1003,10/04/2018,03/07/2018,15/07/2018,20/07/2018,USD,4,43,157,20,7,0.05,2234.12,3919.5
SO - 000377,Wholesale,WARE-MKL1006,10/04/2018,03/07/2018,24/07/2018,25/07/2018,USD,26,25,353,12,8.04,0.05,786.31,1092.1
SO - 000378,In-Store,WARE-NMK1003,10/04/2018,04/07/2018,24/07/2018,03/08/2018,USD,4,10,200,20,3.99,0.05,536.27,924.6
SO - 000379,Online,WARE-NMK1003,10/04/2018,04/07/2018,31/07/2018,06/08/2018,USD,17,45,184,22,8,0.05,794.35,1018.4
SO - 000380,In-Store,WARE-MKL1006,10/04/2018,04/07/2018,25/07/2018,28/07/2018,USD,1,19,356,13,7.03,0.2,1305.9,1788.9
SO - 000381,Distributor,WARE-NBV1002,10/04/2018,04/07/2018,01/08/2018,08/08/2018,USD,23,17,80,47,2.03,0.3,538.48,944.7
SO - 000382,Wholesale,WARE-NMK1003,31/12/2017,04/07/2018,30/07/2018,31/07/2018,USD,25,39,139,29,2.98,0.1,2573.81,3959.7
SO - 000383,In-Store,WARE-NMK1003,10/04/2018,04/07/2018,19/07/2018,25/07/2018,USD,6,11,145,41,5.03,0.05,70.35,167.5
SO - 000384,Wholesale,WARE-NMK1003,10/04/2018,04/07/2018,15/07/2018,23/07/2018,USD,25,23,107,22,2.04,0.05,1975.03,3872.6
SO - 000385,In-Store,WARE-NMK1003,31/12/2017,04/07/2018,14/07/2018,23/07/2018,USD,12,12,187,23,8.03,0.05,3858.13,6539.2
SO - 000386,Distributor,WARE-XYS1001,10/04/2018,04/07/2018,23/07/2018,24/07/2018,USD,23,44,50,6,1,0.1,779.08,1025.1
SO - 000387,Distributor,WARE-NMK1003,10/04/2018,04/07/2018,07/07/2018,16/07/2018,USD,21,31,190,29,3.01,0.1,572.18,938
SO - 000388,Wholesale,WARE-MKL1006,10/04/2018,04/07/2018,08/07/2018,16/07/2018,USD,26,19,354,27,3.04,0.08,804.8,1045.2
SO - 000389,Wholesale,WARE-UHY1004,10/04/2018,04/07/2018,19/07/2018,25/07/2018,USD,28,20,207,19,8.03,0.15,112.23,167.5
SO - 000390,Online,WARE-MKL1006,10/04/2018,04/07/2018,30/07/2018,31/07/2018,USD,15,44,335,45,5.01,0.08,1377.52,1721.9
SO - 000391,Online,WARE-UHY1004,10/04/2018,05/07/2018,16/07/2018,19/07/2018,USD,13,30,241,28,2.99,0.1,466.92,676.7
SO - 000392,In-Store,WARE-NMK1003,10/04/2018,05/07/2018,11/07/2018,18/07/2018,USD,4,47,162,24,1.98,0.08,82.08,167.5
SO - 000393,In-Store,WARE-UHY1004,10/04/2018,05/07/2018,09/07/2018,17/07/2018,USD,4,26,254,12,4.98,0.07,895.12,1118.9
SO - 000394,Wholesale,WARE-XYS1001,10/04/2018,05/07/2018,30/07/2018,09/08/2018,USD,26,17,29,32,3.03,0.08,933.98,1139
SO - 000395,In-Store,WARE-PUJ1005,10/04/2018,05/07/2018,16/07/2018,26/07/2018,USD,8,44,279,41,3.97,0.1,751.94,1748.7
SO - 000396,In-Store,WARE-UHY1004,10/04/2018,05/07/2018,18/07/2018,25/07/2018,USD,5,13,258,27,8,0.05,1140.88,1728.6
SO - 000397,Wholesale,WARE-NMK1003,10/04/2018,05/07/2018,16/07/2018,26/07/2018,USD,27,13,184,23,8.01,0.07,500.49,1112.2
SO - 000398,In-Store,WARE-XYS1001,10/04/2018,05/07/2018,13/07/2018,18/07/2018,USD,3,9,60,1,6.02,0.05,1454.97,2385.2
SO - 000399,Wholesale,WARE-NBV1002,31/12/2017,05/07/2018,10/07/2018,17/07/2018,USD,26,18,82,3,7.98,0.3,172.46,221.1
SO - 000400,Distributor,WARE-NMK1003,10/04/2018,06/07/2018,02/08/2018,12/08/2018,USD,23,1,118,29,6.99,0.05,2682.95,5708.4
SO - 000401,Online,WARE-PUJ1005,10/04/2018,06/07/2018,26/07/2018,03/08/2018,USD,18,38,289,40,0.98,0.3,830.8,1038.5
SO - 000402,In-Store,WARE-XYS1001,10/04/2018,06/07/2018,09/07/2018,19/07/2018,USD,5,43,19,35,3.99,0.15,3234.49,3993.2
SO - 000403,Online,WARE-NMK1003,31/12/2017,06/07/2018,01/08/2018,04/08/2018,USD,16,14,189,33,8.01,0.2,792.34,1085.4
SO - 000404,Online,WARE-PUJ1005,10/04/2018,06/07/2018,21/07/2018,22/07/2018,USD,12,36,281,23,6.97,0.1,2020.72,3886
SO - 000405,In-Store,WARE-PUJ1005,10/04/2018,06/07/2018,21/07/2018,25/07/2018,USD,6,21,294,4,3.01,0.2,2670.96,3986.5
SO - 000406,Online,WARE-NMK1003,10/04/2018,06/07/2018,27/07/2018,30/07/2018,USD,18,41,122,32,3.01,0.07,988.92,1206
SO - 000407,Wholesale,WARE-MKL1006,10/04/2018,07/07/2018,13/07/2018,16/07/2018,USD,28,38,358,7,0.97,0.3,1050.23,1842.5
SO - 000408,Wholesale,WARE-PUJ1005,10/04/2018,07/07/2018,21/07/2018,27/07/2018,USD,27,22,296,35,3.02,0.05,2930.04,5051.8
SO - 000409,Online,WARE-UHY1004,10/04/2018,07/07/2018,20/07/2018,27/07/2018,USD,14,4,248,39,1.02,0.08,466.32,1165.8
SO - 000410,Online,WARE-MKL1006,10/04/2018,07/07/2018,25/07/2018,26/07/2018,USD,15,21,333,2,7.96,0.07,2340.18,3966.4
SO - 000411,Online,WARE-PUJ1005,10/04/2018,07/07/2018,25/07/2018,03/08/2018,USD,13,17,323,22,2.99,0.2,1495.91,1802.3
SO - 000412,Online,WARE-NMK1003,10/04/2018,08/07/2018,22/07/2018,31/07/2018,USD,19,36,154,31,5.03,0.08,851.24,1105.5
SO - 000413,Online,WARE-XYS1001,10/04/2018,08/07/2018,24/07/2018,28/07/2018,USD,12,16,47,32,6.98,0.05,1398.16,1889.4
SO - 000414,Online,WARE-MKL1006,10/04/2018,08/07/2018,31/07/2018,01/08/2018,USD,15,40,350,4,7.03,0.07,661.96,1018.4
SO - 000415,In-Store,WARE-PUJ1005,10/04/2018,08/07/2018,21/07/2018,22/07/2018,USD,3,8,294,40,4.98,0.05,2822.11,3865.9
SO - 000416,Wholesale,WARE-UHY1004,10/04/2018,08/07/2018,10/07/2018,15/07/2018,USD,28,30,255,13,6.93,0.1,449.24,998.3
SO - 000417,Online,WARE-NMK1003,10/04/2018,08/07/2018,30/07/2018,05/08/2018,USD,18,48,149,31,2.01,0.08,127.3,254.6
SO - 000418,Online,WARE-XYS1001,10/04/2018,08/07/2018,02/08/2018,05/08/2018,USD,13,13,5,38,4.99,0.4,316.58,703.5
SO - 000419,Distributor,WARE-NBV1002,10/04/2018,08/07/2018,04/08/2018,13/08/2018,USD,23,47,62,1,6,0.05,546.05,1092.1
SO - 000420,Online,WARE-NBV1002,10/04/2018,08/07/2018,27/07/2018,04/08/2018,USD,16,6,60,3,3.99,0.05,560.79,1038.5
SO - 000421,In-Store,WARE-NMK1003,10/04/2018,08/07/2018,01/08/2018,05/08/2018,USD,3,50,187,37,4.02,0.15,1894.89,2398.6
SO - 000422,Wholesale,WARE-NMK1003,10/04/2018,09/07/2018,12/07/2018,14/07/2018,USD,28,32,151,7,4.02,0.05,368.1,897.8
SO - 000423,Distributor,WARE-XYS1001,10/04/2018,09/07/2018,29/07/2018,06/08/2018,USD,25,30,40,46,7,0.15,3179.69,5212.6
SO - 000424,Online,WARE-NMK1003,10/04/2018,09/07/2018,13/07/2018,20/07/2018,USD,15,46,103,22,3,0.05,206.23,254.6
SO - 000425,In-Store,WARE-UHY1004,10/04/2018,09/07/2018,31/07/2018,04/08/2018,USD,3,29,237,3,4.03,0.07,2120.15,3926.2
SO - 000426,Online,WARE-PUJ1005,10/04/2018,09/07/2018,27/07/2018,05/08/2018,USD,17,13,313,12,7.99,0.1,582.9,1165.8
SO - 000427,In-Store,WARE-NMK1003,10/04/2018,09/07/2018,02/08/2018,07/08/2018,USD,7,44,183,6,1.02,0.15,2354.11,3859.2
SO - 000428,In-Store,WARE-NBV1002,10/04/2018,09/07/2018,29/07/2018,31/07/2018,USD,3,4,69,41,5.94,0.05,100.5,167.5
SO - 000429,Distributor,WARE-MKL1006,10/04/2018,09/07/2018,15/07/2018,17/07/2018,USD,21,22,330,24,7.97,0.05,891.3,1681.7
SO - 000430,Distributor,WARE-NMK1003,10/04/2018,09/07/2018,06/08/2018,07/08/2018,USD,22,38,137,3,8.01,0.05,665.71,924.6
SO - 000431,Distributor,WARE-NMK1003,10/04/2018,09/07/2018,23/07/2018,02/08/2018,USD,23,13,118,21,6.01,0.1,3371.44,3966.4
SO - 000432,Online,WARE-PUJ1005,10/04/2018,09/07/2018,27/07/2018,01/08/2018,USD,15,19,283,43,7.02,0.1,450.24,938
SO - 000433,In-Store,WARE-NBV1002,10/04/2018,10/07/2018,01/08/2018,02/08/2018,USD,7,20,82,30,6.02,0.2,1090.76,1983.2
SO - 000434,In-Store,WARE-NMK1003,10/04/2018,10/07/2018,21/07/2018,31/07/2018,USD,10,27,167,7,6.99,0.08,2094.82,2586.2
SO - 000435,In-Store,WARE-NBV1002,10/04/2018,11/07/2018,25/07/2018,02/08/2018,USD,7,14,86,2,2.98,0.05,2051.47,3061.9
SO - 000436,Wholesale,WARE-PUJ1005,10/04/2018,11/07/2018,24/07/2018,31/07/2018,USD,28,30,323,39,1.02,0.2,452.32,1051.9
SO - 000437,Distributor,WARE-UHY1004,10/04/2018,11/07/2018,16/07/2018,22/07/2018,USD,21,11,226,2,8.01,0.15,104.52,261.3
SO - 000438,In-Store,WARE-NMK1003,10/04/2018,11/07/2018,27/07/2018,01/08/2018,USD,11,4,138,37,5.98,0.05,3071.95,6143.9
SO - 000439,Distributor,WARE-NMK1003,10/04/2018,11/07/2018,31/07/2018,03/08/2018,USD,20,45,142,43,7.01,0.2,1928.39,2472.3
SO - 000440,In-Store,WARE-PUJ1005,10/04/2018,11/07/2018,26/07/2018,27/07/2018,USD,2,6,313,9,3,0.07,3075.23,3892.7
SO - 000441,In-Store,WARE-UHY1004,10/04/2018,11/07/2018,05/08/2018,11/08/2018,USD,11,33,218,14,1.03,0.05,492.05,964.8
SO - 000442,In-Store,WARE-MKL1006,10/04/2018,11/07/2018,30/07/2018,05/08/2018,USD,2,46,344,12,8.01,0.2,3104.24,3832.4
SO - 000443,In-Store,WARE-NMK1003,10/04/2018,11/07/2018,25/07/2018,02/08/2018,USD,2,12,190,45,7.03,0.2,781.49,964.8
SO - 000444,In-Store,WARE-NMK1003,10/04/2018,11/07/2018,24/07/2018,29/07/2018,USD,6,48,122,40,1.02,0.05,794.42,1118.9
SO - 000445,Online,WARE-PUJ1005,10/04/2018,11/07/2018,31/07/2018,06/08/2018,USD,16,43,322,6,7.94,0.05,74.17,180.9
SO - 000446,Distributor,WARE-NMK1003,10/04/2018,11/07/2018,07/08/2018,08/08/2018,USD,22,23,95,24,7.03,0.05,346.12,844.2
SO - 000447,In-Store,WARE-NMK1003,10/04/2018,11/07/2018,03/08/2018,06/08/2018,USD,7,25,98,11,7.03,0.2,1780.26,3490.7
SO - 000448,Online,WARE-NBV1002,10/04/2018,12/07/2018,08/08/2018,11/08/2018,USD,20,39,66,9,4.99,0.2,778.54,1112.2
SO - 000449,In-Store,WARE-NMK1003,10/04/2018,12/07/2018,08/08/2018,15/08/2018,USD,11,42,129,37,0.98,0.05,568.16,1072
SO - 000450,Distributor,WARE-XYS1001,10/04/2018,12/07/2018,29/07/2018,04/08/2018,USD,24,20,3,41,2.98,0.08,906.11,1078.7
SO - 000451,Wholesale,WARE-PUJ1005,10/04/2018,12/07/2018,26/07/2018,01/08/2018,USD,26,10,273,25,6.99,0.07,3857.93,5433.7
SO - 000452,Online,WARE-PUJ1005,10/04/2018,12/07/2018,14/07/2018,18/07/2018,USD,16,17,308,24,8,0.05,3163.94,3906.1
SO - 000453,Online,WARE-NMK1003,10/04/2018,12/07/2018,20/07/2018,25/07/2018,USD,13,21,103,30,4.02,0.15,2090.07,2458.9
SO - 000454,Distributor,WARE-UHY1004,10/04/2018,12/07/2018,30/07/2018,01/08/2018,USD,24,8,257,10,2.97,0.07,856.39,1112.2
SO - 000455,In-Store,WARE-NMK1003,10/04/2018,12/07/2018,16/07/2018,17/07/2018,USD,10,31,150,47,3.97,0.05,745.71,1065.3
SO - 000456,In-Store,WARE-PUJ1005,10/04/2018,12/07/2018,24/07/2018,30/07/2018,USD,1,5,297,35,5.97,0.08,1359.7,1862.6
SO - 000457,Wholesale,WARE-PUJ1005,10/04/2018,12/07/2018,31/07/2018,04/08/2018,USD,27,11,273,7,6.98,0.2,1184.56,1822.4
