OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,Delivery_days,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost(In USD),Unit Price(in USD),USD_rate,Unit_priceinINR,Unit_costinINR
SO - 000238,In-Store,WARE-NMK1003,31-Dec-2017,16-Jun-2018,5-Jul-2018,12-Jul-2018,7,USD,10,7,195,37,6,0.15,456.94,737,88,64856,40210.72
SO - 000239,Online,WARE-XYS1001,10-Apr-2018,16-Jun-2018,7-Jul-2018,15-Jul-2018,8,USD,19,2,33,40,3,0.05,695.06,"1,219.40",88,107307.2,61165.28
SO - 000240,In-Store,WARE-PUJ1005,31-Dec-2017,16-Jun-2018,12-Jul-2018,17-Jul-2018,5,USD,2,18,279,41,8,0.05,712.88,891.1,88,78416.8,62733.44
SO - 000241,In-Store,WARE-NMK1003,10-Apr-2018,16-Jun-2018,14-Jul-2018,18-Jul-2018,4,USD,7,28,148,9,1,0.15,743.43,978.2,88,86081.6,65421.84
SO - 000242,In-Store,WARE-NMK1003,10-Apr-2018,16-Jun-2018,1-Jul-2018,10-Jul-2018,9,USD,11,47,170,17,1,0.15,"1,657.45","3,946.30",88,347274.4,145855.6
SO - 000243,In-Store,WARE-NMK1003,10-Apr-2018,16-Jun-2018,5-Jul-2018,6-Jul-2018,1,USD,3,27,181,38,2,0.4,922.86,"1,299.80",88,114382.4,81211.68
SO - 000244,Online,WARE-NBV1002,10-Apr-2018,17-Jun-2018,14-Jul-2018,24-Jul-2018,10,USD,19,21,77,12,4,0.05,"2,791.49","5,815.60",88,511772.8,245651.12
SO - 000245,In-Store,WARE-NMK1003,10-Apr-2018,17-Jun-2018,8-Jul-2018,10-Jul-2018,2,USD,3,43,122,23,6,0.15,655.26,"1,092.10",88,96104.8,57662.88
SO - 000246,Distributor,WARE-XYS1001,10-Apr-2018,17-Jun-2018,10-Jul-2018,17-Jul-2018,7,USD,24,42,36,18,6,0.15,643.2,"1,072.00",88,94336,56601.6
SO - 000247,Online,WARE-UHY1004,10-Apr-2018,17-Jun-2018,8-Jul-2018,9-Jul-2018,1,USD,17,34,217,16,5,0.05,"2,653.20","4,020.00",88,353760,233481.6
SO - 000248,Online,WARE-NBV1002,10-Apr-2018,17-Jun-2018,10-Jul-2018,15-Jul-2018,5,USD,20,37,63,12,4,0.15,669.73,984.9,88,86671.2,58936.24
SO - 000249,Distributor,WARE-MKL1006,10-Apr-2018,17-Jun-2018,2-Jul-2018,4-Jul-2018,2,USD,21,50,341,7,7,0.05,100.23,227.8,88,20046.4,8820.24
SO - 000250,In-Store,WARE-XYS1001,31-Dec-2017,17-Jun-2018,23-Jun-2018,26-Jun-2018,3,USD,3,17,36,35,3,0.15,"3,314.36","3,993.20",88,351401.6,291663.68
SO - 000251,Online,WARE-NMK1003,31-Dec-2017,17-Jun-2018,29-Jun-2018,8-Jul-2018,9,USD,12,25,163,26,4,0.075,185.72,221.1,88,19456.8,16343.36
SO - 000252,Online,WARE-NMK1003,10-Apr-2018,18-Jun-2018,4-Jul-2018,14-Jul-2018,10,USD,12,21,101,43,6,0.075,"2,819.63","3,356.70",88,295389.6,248127.44
SO - 000253,In-Store,WARE-PUJ1005,31-Dec-2017,18-Jun-2018,9-Jul-2018,15-Jul-2018,6,USD,1,35,321,12,1,0.05,"1,157.22","1,701.80",88,149758.4,101835.36
SO - 000254,In-Store,WARE-PUJ1005,10-Apr-2018,18-Jun-2018,8-Jul-2018,9-Jul-2018,1,USD,3,9,276,8,3,0.15,"2,181.19","2,566.10",88,225816.8,191944.72
SO - 000255,In-Store,WARE-NMK1003,31-Dec-2017,18-Jun-2018,22-Jun-2018,26-Jun-2018,4,USD,6,22,101,5,4,0.05,126.03,221.1,88,19456.8,11090.64
SO - 000256,In-Store,WARE-UHY1004,10-Apr-2018,18-Jun-2018,30-Jun-2018,5-Jul-2018,5,USD,5,28,248,4,1,0.1,980.21,"1,782.20",88,156833.6,86258.48
SO - 000257,Distributor,WARE-NMK1003,31-Dec-2017,18-Jun-2018,15-Jul-2018,16-Jul-2018,1,USD,24,41,95,35,8,0.05,801.32,"2,003.30",88,176290.4,70516.16
SO - 000258,Distributor,WARE-XYS1001,31-Dec-2017,18-Jun-2018,9-Jul-2018,16-Jul-2018,7,USD,20,28,33,5,5,0.075,"1,502.68","2,385.20",88,209897.6,132235.84
SO - 000259,Online,WARE-XYS1001,10-Apr-2018,18-Jun-2018,11-Jul-2018,17-Jul-2018,6,USD,13,22,12,21,1,0.1,"1,784.88","2,231.10",88,196336.8,157069.44
SO - 000260,In-Store,WARE-NMK1003,10-Apr-2018,18-Jun-2018,2-Jul-2018,7-Jul-2018,5,USD,10,26,119,35,1,0.05,412.05,"1,005.00",88,88440,36260.4
SO - 000261,Distributor,WARE-PUJ1005,10-Apr-2018,18-Jun-2018,12-Jul-2018,19-Jul-2018,7,USD,23,12,290,40,7,0.05,"1,939.25","2,693.40",88,237019.2,170654
SO - 000262,Online,WARE-NMK1003,10-Apr-2018,18-Jun-2018,10-Jul-2018,11-Jul-2018,1,USD,17,31,110,36,4,0.075,652.25,"1,105.50",88,97284,57398
SO - 000263,Online,WARE-NBV1002,10-Apr-2018,19-Jun-2018,10-Jul-2018,17-Jul-2018,7,USD,17,25,87,39,1,0.075,"1,088.42","1,909.50",88,168036,95780.96
SO - 000264,Distributor,WARE-NMK1003,10-Apr-2018,19-Jun-2018,21-Jun-2018,26-Jun-2018,5,USD,21,35,177,38,7,0.2,850.36,"1,118.90",88,98463.2,74831.68
SO - 000265,In-Store,WARE-NMK1003,10-Apr-2018,19-Jun-2018,28-Jun-2018,3-Jul-2018,5,USD,11,45,94,8,7,0.2,758.11,"1,038.50",88,91388,66713.68
SO - 000266,In-Store,WARE-NMK1003,31-Dec-2017,19-Jun-2018,28-Jun-2018,4-Jul-2018,6,USD,1,19,126,19,6,0.05,"4,300.86","6,324.80",88,556582.4,378475.68
SO - 000267,In-Store,WARE-XYS1001,31-Dec-2017,19-Jun-2018,27-Jun-2018,1-Jul-2018,4,USD,3,16,17,9,7,0.2,502.5,"1,005.00",88,88440,44220
SO - 000268,In-Store,WARE-NMK1003,10-Apr-2018,19-Jun-2018,14-Jul-2018,17-Jul-2018,3,USD,3,15,178,2,5,0.075,659.48,"1,293.10",88,113792.8,58034.24
SO - 000269,In-Store,WARE-NBV1002,10-Apr-2018,19-Jun-2018,16-Jul-2018,26-Jul-2018,10,USD,1,8,76,36,6,0.4,540.29,844.2,88,74289.6,47545.52
SO - 000270,In-Store,WARE-PUJ1005,10-Apr-2018,19-Jun-2018,7-Jul-2018,14-Jul-2018,7,USD,6,27,318,1,4,0.05,195.84,247.9,88,21815.2,17233.92
SO - 000271,Distributor,WARE-UHY1004,31-Dec-2017,19-Jun-2018,26-Jun-2018,28-Jun-2018,2,USD,21,12,217,21,7,0.3,139.36,174.2,88,15329.6,12263.68
SO - 000272,In-Store,WARE-PUJ1005,10-Apr-2018,20-Jun-2018,11-Jul-2018,17-Jul-2018,6,USD,2,30,278,12,6,0.1,707.32,"1,025.10",88,90208.8,62244.16
SO - 000273,Distributor,WARE-MKL1006,31-Dec-2017,20-Jun-2018,1-Jul-2018,6-Jul-2018,5,USD,21,19,341,23,3,0.15,"2,301.45","3,068.60",88,270036.8,202527.6
SO - 000274,Online,WARE-NMK1003,31-Dec-2017,20-Jun-2018,9-Jul-2018,11-Jul-2018,2,USD,16,44,122,3,2,0.075,115.78,241.2,88,21225.6,10188.64
SO - 000275,In-Store,WARE-NMK1003,10-Apr-2018,20-Jun-2018,12-Jul-2018,17-Jul-2018,5,USD,11,24,200,47,1,0.2,139.36,174.2,88,15329.6,12263.68
SO - 000276,In-Store,WARE-XYS1001,31-Dec-2017,20-Jun-2018,3-Jul-2018,13-Jul-2018,10,USD,3,10,30,37,2,0.2,"1,804.18","2,505.80",88,220510.4,158767.84
SO - 000277,Distributor,WARE-UHY1004,31-Dec-2017,20-Jun-2018,17-Jul-2018,20-Jul-2018,3,USD,25,35,233,31,7,0.15,"1,637.75","2,599.60",88,228764.8,144122
SO - 000278,Online,WARE-NMK1003,31-Dec-2017,20-Jun-2018,24-Jun-2018,28-Jun-2018,4,USD,18,38,151,28,6,0.15,"1,503.48","2,278.00",88,200464,132306.24
SO - 000279,Distributor,WARE-MKL1006,10-Apr-2018,21-Jun-2018,13-Jul-2018,21-Jul-2018,8,USD,24,31,353,25,2,0.075,589.73,"1,092.10",88,96104.8,51896.24
SO - 000280,Wholesale,WARE-XYS1001,10-Apr-2018,21-Jun-2018,4-Jul-2018,7-Jul-2018,3,USD,25,40,43,7,5,0.2,933.98,"1,139.00",88,100232,82190.24
SO - 000281,In-Store,WARE-MKL1006,31-Dec-2017,21-Jun-2018,2-Jul-2018,10-Jul-2018,8,USD,4,9,339,47,2,0.15,"1,072.00","1,675.00",88,147400,94336
SO - 000282,Wholesale,WARE-UHY1004,10-Apr-2018,21-Jun-2018,29-Jun-2018,2-Jul-2018,3,USD,26,41,228,26,2,0.05,687.96,"1,011.70",88,89029.6,60540.48
SO - 000283,Wholesale,WARE-NMK1003,10-Apr-2018,21-Jun-2018,16-Jul-2018,21-Jul-2018,5,USD,27,11,128,46,7,0.1,412.72,938,88,82544,36319.36
SO - 000284,Wholesale,WARE-XYS1001,10-Apr-2018,21-Jun-2018,16-Jul-2018,26-Jul-2018,10,USD,28,48,55,2,8,0.05,"1,052.10","2,566.10",88,225816.8,92584.8
SO - 000285,Distributor,WARE-NMK1003,10-Apr-2018,22-Jun-2018,16-Jul-2018,24-Jul-2018,8,USD,24,4,177,33,5,0.1,374.53,871,88,76648,32958.64
SO - 000286,In-Store,WARE-NBV1002,10-Apr-2018,22-Jun-2018,17-Jul-2018,21-Jul-2018,4,USD,2,4,81,18,1,0.1,"1,789.70","2,485.70",88,218741.6,157493.6
SO - 000287,In-Store,WARE-MKL1006,10-Apr-2018,22-Jun-2018,13-Jul-2018,17-Jul-2018,4,USD,1,40,365,41,4,0.4,"1,922.90","2,345.00",88,206360,169215.2
SO - 000288,Online,WARE-XYS1001,10-Apr-2018,22-Jun-2018,12-Jul-2018,21-Jul-2018,9,USD,15,19,48,27,2,0.05,749.66,"1,118.90",88,98463.2,65970.08
SO - 000289,In-Store,WARE-XYS1001,10-Apr-2018,22-Jun-2018,25-Jun-2018,2-Jul-2018,7,USD,11,24,11,42,4,0.1,"1,397.62","1,996.60",88,175700.8,122990.56
SO - 000290,In-Store,WARE-NMK1003,10-Apr-2018,22-Jun-2018,10-Jul-2018,20-Jul-2018,10,USD,11,6,127,39,1,0.075,390.61,710.2,88,62497.6,34373.68
SO - 000291,Online,WARE-NMK1003,10-Apr-2018,22-Jun-2018,15-Jul-2018,22-Jul-2018,7,USD,13,6,201,35,4,0.05,"1,790.91","3,979.80",88,350222.4,157600.08
SO - 000292,In-Store,WARE-MKL1006,31-Dec-2017,22-Jun-2018,11-Jul-2018,13-Jul-2018,2,USD,8,9,339,28,3,0.075,440.79,"1,025.10",88,90208.8,38789.52
SO - 000293,In-Store,WARE-NMK1003,31-Dec-2017,22-Jun-2018,4-Jul-2018,9-Jul-2018,5,USD,3,3,198,9,7,0.2,"1,309.98","2,519.20",88,221689.6,115278.24
SO - 000294,Online,WARE-NMK1003,31-Dec-2017,22-Jun-2018,18-Jul-2018,25-Jul-2018,7,USD,15,36,150,2,7,0.05,"3,471.87","5,031.70",88,442789.6,305524.56
SO - 000295,Online,WARE-PUJ1005,10-Apr-2018,23-Jun-2018,1-Jul-2018,4-Jul-2018,3,USD,19,27,311,46,1,0.1,768.22,"1,829.10",88,160960.8,67603.36
SO - 000296,In-Store,WARE-PUJ1005,10-Apr-2018,23-Jun-2018,16-Jul-2018,22-Jul-2018,6,USD,5,29,304,25,5,0.075,900.48,"1,072.00",88,94336,79242.24
SO - 000297,In-Store,WARE-UHY1004,10-Apr-2018,23-Jun-2018,8-Jul-2018,14-Jul-2018,6,USD,5,11,247,32,1,0.2,"1,828.30","2,539.30",88,223458.4,160890.4
SO - 000298,In-Store,WARE-PUJ1005,10-Apr-2018,23-Jun-2018,11-Jul-2018,18-Jul-2018,7,USD,11,24,265,41,1,0.075,"2,027.69","3,899.40",88,343147.2,178436.72
SO - 000299,In-Store,WARE-MKL1006,10-Apr-2018,24-Jun-2018,27-Jun-2018,30-Jun-2018,3,USD,5,38,366,37,3,0.2,"3,380.22","5,045.10",88,443968.8,297459.36
SO - 000300,Online,WARE-NMK1003,10-Apr-2018,24-Jun-2018,14-Jul-2018,15-Jul-2018,1,USD,19,38,125,14,8,0.05,522.6,"1,005.00",88,88440,45988.8
SO - 000301,Wholesale,WARE-NMK1003,10-Apr-2018,24-Jun-2018,10-Jul-2018,17-Jul-2018,7,USD,27,20,182,47,7,0.1,"1,219.40","2,438.80",88,214614.4,107307.2
SO - 000302,In-Store,WARE-NMK1003,10-Apr-2018,25-Jun-2018,10-Jul-2018,13-Jul-2018,3,USD,11,46,152,24,4,0.3,"2,035.33","3,336.60",88,293620.8,179109.04
SO - 000303,In-Store,WARE-UHY1004,10-Apr-2018,25-Jun-2018,14-Jul-2018,15-Jul-2018,1,USD,1,38,256,25,4,0.15,857.06,"1,098.80",88,96694.4,75421.28
SO - 000304,Online,WARE-NBV1002,10-Apr-2018,25-Jun-2018,18-Jul-2018,21-Jul-2018,3,USD,19,5,66,20,2,0.075,970.43,"1,902.80",88,167446.4,85397.84
SO - 000305,Online,WARE-NMK1003,31-Dec-2017,25-Jun-2018,5-Jul-2018,13-Jul-2018,8,USD,17,32,156,33,4,0.075,"2,190.70","3,477.30",88,306002.4,192781.6
SO - 000306,Wholesale,WARE-NMK1003,10-Apr-2018,26-Jun-2018,13-Jul-2018,17-Jul-2018,4,USD,26,36,200,10,1,0.1,"1,481.77","2,599.60",88,228764.8,130395.76
SO - 000307,Online,WARE-PUJ1005,10-Apr-2018,26-Jun-2018,20-Jul-2018,22-Jul-2018,2,USD,12,1,299,7,1,0.075,506.99,"1,078.70",88,94925.6,44615.12
SO - 000308,Online,WARE-NMK1003,31-Dec-2017,26-Jun-2018,15-Jul-2018,19-Jul-2018,4,USD,17,22,199,31,5,0.2,533.05,"1,045.20",88,91977.6,46908.4
SO - 000309,Online,WARE-NMK1003,31-Dec-2017,26-Jun-2018,19-Jul-2018,22-Jul-2018,3,USD,15,21,157,1,2,0.05,787.92,"1,125.60",88,99052.8,69336.96
SO - 000310,In-Store,WARE-NMK1003,10-Apr-2018,26-Jun-2018,16-Jul-2018,18-Jul-2018,2,USD,1,14,187,22,8,0.05,762.8,"1,105.50",88,97284,67126.4
SO - 000311,Online,WARE-NBV1002,31-Dec-2017,26-Jun-2018,24-Jul-2018,3-Aug-2018,10,USD,18,50,84,46,1,0.1,"1,668.03","2,606.30",88,229354.4,146786.64
SO - 000312,Distributor,WARE-UHY1004,10-Apr-2018,26-Jun-2018,1-Jul-2018,11-Jul-2018,10,USD,22,41,228,25,8,0.075,95.68,227.8,88,20046.4,8419.84
SO - 000313,Distributor,WARE-NMK1003,10-Apr-2018,26-Jun-2018,20-Jul-2018,24-Jul-2018,4,USD,22,35,180,29,7,0.05,123.95,167.5,88,14740,10907.6
SO - 000314,In-Store,WARE-UHY1004,31-Dec-2017,26-Jun-2018,8-Jul-2018,11-Jul-2018,3,USD,7,21,250,16,3,0.1,538.48,"1,145.70",88,100821.6,47386.24
SO - 000315,In-Store,WARE-PUJ1005,10-Apr-2018,26-Jun-2018,12-Jul-2018,13-Jul-2018,1,USD,4,37,326,36,7,0.075,"2,157.67","2,599.60",88,228764.8,189874.96
SO - 000316,Distributor,WARE-NMK1003,10-Apr-2018,27-Jun-2018,9-Jul-2018,17-Jul-2018,8,USD,24,14,136,18,1,0.05,"1,969.80","3,939.60",88,346684.8,173342.4
SO - 000317,In-Store,WARE-NMK1003,10-Apr-2018,27-Jun-2018,18-Jul-2018,21-Jul-2018,3,USD,2,18,112,37,8,0.075,"1,584.55","2,881.00",88,253528,139440.4
SO - 000318,In-Store,WARE-NMK1003,10-Apr-2018,27-Jun-2018,4-Jul-2018,6-Jul-2018,2,USD,3,22,108,43,2,0.05,"2,003.30","3,852.50",88,339020,176290.4
SO - 000319,Wholesale,WARE-XYS1001,10-Apr-2018,27-Jun-2018,4-Jul-2018,10-Jul-2018,6,USD,27,48,56,42,2,0.05,546.72,"1,139.00",88,100232,48111.36
SO - 000320,Distributor,WARE-NMK1003,10-Apr-2018,27-Jun-2018,6-Jul-2018,9-Jul-2018,3,USD,23,7,195,25,4,0.05,"2,040.55","2,519.20",88,221689.6,179568.4
SO - 000321,In-Store,WARE-NBV1002,31-Dec-2017,27-Jun-2018,18-Jul-2018,23-Jul-2018,5,USD,9,33,82,42,1,0.15,703.63,"1,192.60",88,104948.8,61919.44
SO - 000322,In-Store,WARE-UHY1004,10-Apr-2018,27-Jun-2018,29-Jun-2018,9-Jul-2018,10,USD,5,18,215,14,5,0.075,"1,013.04","2,412.00",88,212256,89147.52
SO - 000323,In-Store,WARE-NMK1003,10-Apr-2018,27-Jun-2018,18-Jul-2018,22-Jul-2018,4,USD,9,6,134,47,7,0.05,"2,057.57","2,479.00",88,218152,181066.16
SO - 000324,Wholesale,WARE-PUJ1005,10-Apr-2018,27-Jun-2018,13-Jul-2018,14-Jul-2018,1,USD,26,10,322,35,7,0.1,"1,330.35","1,956.40",88,172163.2,117070.8
SO - 000325,Online,WARE-NMK1003,10-Apr-2018,27-Jun-2018,5-Jul-2018,14-Jul-2018,9,USD,15,4,176,42,5,0.3,722.73,"1,078.70",88,94925.6,63600.24
SO - 000326,In-Store,WARE-NBV1002,31-Dec-2017,27-Jun-2018,12-Jul-2018,22-Jul-2018,10,USD,6,22,70,26,1,0.075,945.91,"1,212.70",88,106717.6,83240.08
SO - 000327,Online,WARE-UHY1004,10-Apr-2018,27-Jun-2018,6-Jul-2018,13-Jul-2018,7,USD,18,48,252,29,5,0.075,821.69,978.2,88,86081.6,72308.72
SO - 000328,In-Store,WARE-PUJ1005,10-Apr-2018,27-Jun-2018,14-Jul-2018,18-Jul-2018,4,USD,4,28,275,45,3,0.05,120.2,174.2,88,15329.6,10577.6
SO - 000329,Online,WARE-UHY1004,10-Apr-2018,27-Jun-2018,8-Jul-2018,12-Jul-2018,4,USD,19,25,226,17,3,0.15,630.34,"1,125.60",88,99052.8,55469.92
SO - 000330,Online,WARE-PUJ1005,10-Apr-2018,28-Jun-2018,10-Jul-2018,11-Jul-2018,1,USD,20,49,288,6,6,0.15,468.73,"1,065.30",88,93746.4,41248.24
SO - 000331,Online,WARE-NBV1002,10-Apr-2018,28-Jun-2018,16-Jul-2018,22-Jul-2018,6,USD,15,11,60,12,5,0.075,"2,724.89","3,892.70",88,342557.6,239790.32
SO - 000332,Online,WARE-PUJ1005,10-Apr-2018,28-Jun-2018,18-Jul-2018,26-Jul-2018,8,USD,17,19,297,9,2,0.3,120.47,207.7,88,18277.6,10601.36
SO - 000333,In-Store,WARE-NBV1002,10-Apr-2018,28-Jun-2018,13-Jul-2018,18-Jul-2018,5,USD,3,20,75,23,7,0.3,948.72,"1,185.90",88,104359.2,83487.36
SO - 000334,In-Store,WARE-MKL1006,10-Apr-2018,28-Jun-2018,10-Jul-2018,17-Jul-2018,7,USD,10,15,352,18,2,0.15,"1,629.31","2,586.20",88,227585.6,143379.28
SO - 000335,In-Store,WARE-XYS1001,10-Apr-2018,28-Jun-2018,8-Jul-2018,13-Jul-2018,5,USD,8,26,25,30,4,0.3,"1,960.42","2,579.50",88,226996,172516.96
SO - 000336,Online,WARE-XYS1001,10-Apr-2018,28-Jun-2018,21-Jul-2018,27-Jul-2018,6,USD,16,7,23,36,8,0.075,"2,806.50","6,378.40",88,561299.2,246972
SO - 000337,Distributor,WARE-PUJ1005,10-Apr-2018,28-Jun-2018,3-Jul-2018,11-Jul-2018,8,USD,24,26,292,31,7,0.2,"2,226.14","3,008.30",88,264730.4,195900.32
SO - 000338,In-Store,WARE-NMK1003,10-Apr-2018,28-Jun-2018,25-Jul-2018,1-Aug-2018,7,USD,11,49,140,20,3,0.075,930.36,"1,755.40",88,154475.2,81871.68
SO - 000339,Online,WARE-NMK1003,31-Dec-2017,28-Jun-2018,9-Jul-2018,10-Jul-2018,1,USD,13,28,171,14,8,0.075,740.35,"1,139.00",88,100232,65150.8
SO - 000340,In-Store,WARE-XYS1001,10-Apr-2018,28-Jun-2018,13-Jul-2018,17-Jul-2018,4,USD,11,46,44,38,5,0.075,"4,556.40","6,157.30",88,541842.4,400963.2
SO - 000341,Online,WARE-XYS1001,10-Apr-2018,28-Jun-2018,25-Jul-2018,3-Aug-2018,9,USD,18,33,43,40,7,0.1,"1,093.24","2,231.10",88,196336.8,96205.12
SO - 000342,In-Store,WARE-NBV1002,10-Apr-2018,28-Jun-2018,15-Jul-2018,18-Jul-2018,3,USD,11,23,64,8,7,0.1,"1,859.25","2,479.00",88,218152,163614
SO - 000343,Distributor,WARE-XYS1001,10-Apr-2018,29-Jun-2018,6-Jul-2018,15-Jul-2018,9,USD,21,35,18,10,4,0.05,"4,793.85","6,391.80",88,562478.4,421858.8
SO - 000344,Wholesale,WARE-PUJ1005,10-Apr-2018,29-Jun-2018,19-Jul-2018,20-Jul-2018,1,USD,27,4,263,39,2,0.05,660.62,"1,139.00",88,100232,58134.56
SO - 000345,Online,WARE-NMK1003,10-Apr-2018,29-Jun-2018,1-Jul-2018,8-Jul-2018,7,USD,20,38,196,36,3,0.1,"1,681.03","2,586.20",88,227585.6,147930.64
SO - 000346,In-Store,WARE-UHY1004,10-Apr-2018,29-Jun-2018,4-Jul-2018,8-Jul-2018,4,USD,1,36,206,35,4,0.05,"1,871.71","3,899.40",88,343147.2,164710.48
SO - 000347,In-Store,WARE-NBV1002,10-Apr-2018,29-Jun-2018,24-Jul-2018,29-Jul-2018,5,USD,8,25,80,43,8,0.05,599.38,951.4,88,83723.2,52745.44
SO - 000348,In-Store,WARE-NMK1003,10-Apr-2018,30-Jun-2018,20-Jul-2018,24-Jul-2018,4,USD,4,8,172,38,1,0.05,"3,476.90","5,607.90",88,493495.2,305967.2
SO - 000349,In-Store,WARE-PUJ1005,10-Apr-2018,30-Jun-2018,4-Jul-2018,11-Jul-2018,7,USD,6,12,274,37,2,0.075,827.72,"1,165.80",88,102590.4,72839.36
SO - 000350,Online,WARE-PUJ1005,10-Apr-2018,30-Jun-2018,27-Jul-2018,6-Aug-2018,10,USD,16,17,277,44,2,0.05,"1,520.77","1,949.70",88,171573.6,133827.76
SO - 000351,Distributor,WARE-NMK1003,10-Apr-2018,30-Jun-2018,11-Jul-2018,16-Jul-2018,5,USD,21,40,147,34,8,0.1,"2,690.05","3,685.00",88,324280,236724.4
SO - 000352,Distributor,WARE-MKL1006,10-Apr-2018,30-Jun-2018,17-Jul-2018,26-Jul-2018,9,USD,20,3,332,17,2,0.4,"1,816.84","2,633.10",88,231712.8,159881.92
SO - 000353,Online,WARE-PUJ1005,10-Apr-2018,30-Jun-2018,11-Jul-2018,13-Jul-2018,2,USD,19,26,274,23,1,0.075,460.96,"1,072.00",88,94336,40564.48
SO - 000354,In-Store,WARE-XYS1001,10-Apr-2018,30-Jun-2018,4-Jul-2018,5-Jul-2018,1,USD,1,38,33,8,1,0.075,"1,910.30","3,537.60",88,311308.8,168106.4
SO - 000355,In-Store,WARE-UHY1004,10-Apr-2018,30-Jun-2018,21-Jul-2018,24-Jul-2018,3,USD,9,41,233,13,8,0.2,622.5,"1,092.10",88,96104.8,54780
SO - 000356,In-Store,WARE-PUJ1005,31-Dec-2017,30-Jun-2018,20-Jul-2018,22-Jul-2018,2,USD,12,17,262,5,4,0.05,"1,136.66","1,748.70",88,153885.6,100026.08
SO - 000357,Online,WARE-XYS1001,10-Apr-2018,30-Jun-2018,24-Jul-2018,29-Jul-2018,5,USD,18,49,6,9,8,0.075,739.61,891.1,88,78416.8,65085.68
SO - 000358,In-Store,WARE-NMK1003,10-Apr-2018,30-Jun-2018,21-Jul-2018,28-Jul-2018,7,USD,2,41,159,23,5,0.05,"1,510.18","3,082.00",88,271216,132895.84
SO - 000359,In-Store,WARE-NMK1003,10-Apr-2018,30-Jun-2018,17-Jul-2018,21-Jul-2018,4,USD,9,34,148,15,5,0.075,776.66,"1,125.60",88,99052.8,68346.08
SO - 000360,In-Store,WARE-NMK1003,10-Apr-2018,30-Jun-2018,13-Jul-2018,18-Jul-2018,5,USD,7,46,102,22,6,0.075,651.51,"1,252.90",88,110255.2,57332.88
SO - 000361,Wholesale,WARE-MKL1006,10-Apr-2018,1-Jul-2018,4-Jul-2018,9-Jul-2018,5,USD,28,44,362,45,1,0.075,527.63,837.5,88,73700,46431.44
SO - 000362,Wholesale,WARE-PUJ1005,10-Apr-2018,1-Jul-2018,29-Jul-2018,8-Aug-2018,10,USD,25,21,295,40,1,0.075,773.85,"1,031.80",88,90798.4,68098.8
SO - 000363,Online,WARE-UHY1004,10-Apr-2018,1-Jul-2018,6-Jul-2018,9-Jul-2018,3,USD,14,7,256,28,4,0.15,"1,454.97","2,385.20",88,209897.6,128037.36
SO - 000364,In-Store,WARE-NMK1003,10-Apr-2018,1-Jul-2018,16-Jul-2018,18-Jul-2018,2,USD,1,48,154,30,2,0.05,"1,153.47","1,802.30",88,158602.4,101505.36
SO - 000365,Wholesale,WARE-PUJ1005,10-Apr-2018,1-Jul-2018,19-Jul-2018,22-Jul-2018,3,USD,26,40,270,27,5,0.05,753.62,"1,018.40",88,89619.2,66318.56
SO - 000366,Online,WARE-NMK1003,10-Apr-2018,1-Jul-2018,7-Jul-2018,12-Jul-2018,5,USD,13,35,102,40,7,0.4,"1,815.30","3,946.30",88,347274.4,159746.4
SO - 000367,In-Store,WARE-NMK1003,10-Apr-2018,1-Jul-2018,20-Jul-2018,21-Jul-2018,1,USD,9,21,131,15,7,0.2,"2,095.09","3,953.00",88,347864,184367.92
SO - 000368,In-Store,WARE-NMK1003,31-Dec-2017,2-Jul-2018,16-Jul-2018,22-Jul-2018,6,USD,11,1,160,33,6,0.075,"3,416.13","5,098.70",88,448685.6,300619.44
SO - 000369,Online,WARE-MKL1006,10-Apr-2018,2-Jul-2018,10-Jul-2018,15-Jul-2018,5,USD,15,9,347,5,8,0.075,"1,954.52","3,758.70",88,330765.6,171997.76
SO - 000370,Distributor,WARE-XYS1001,10-Apr-2018,2-Jul-2018,7-Jul-2018,11-Jul-2018,4,USD,24,9,45,18,7,0.15,610.5,911.2,88,80185.6,53724
SO - 000371,Distributor,WARE-UHY1004,10-Apr-2018,2-Jul-2018,4-Jul-2018,6-Jul-2018,2,USD,21,26,238,22,3,0.4,379.89,904.5,88,79596,33430.32
SO - 000372,Online,WARE-NMK1003,10-Apr-2018,2-Jul-2018,8-Jul-2018,18-Jul-2018,10,USD,18,21,128,5,3,0.05,410.04,911.2,88,80185.6,36083.52
SO - 000373,Online,WARE-XYS1001,10-Apr-2018,2-Jul-2018,8-Jul-2018,11-Jul-2018,3,USD,19,6,39,21,5,0.3,134.4,227.8,88,20046.4,11827.2
SO - 000374,In-Store,WARE-NBV1002,10-Apr-2018,2-Jul-2018,21-Jul-2018,27-Jul-2018,6,USD,3,14,69,40,4,0.075,117.12,254.6,88,22404.8,10306.56
SO - 000375,Wholesale,WARE-XYS1001,31-Dec-2017,2-Jul-2018,20-Jul-2018,21-Jul-2018,1,USD,27,33,29,35,3,0.075,444.21,683.4,88,60139.2,39090.48
SO - 000376,In-Store,WARE-NMK1003,10-Apr-2018,3-Jul-2018,15-Jul-2018,20-Jul-2018,5,USD,4,43,159,20,7,0.05,"2,234.12","3,919.50",88,344916,196602.56
